id,program_id,label,value,display_order,template_id
7360,2550,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$1000/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7361,2551,"Incentive Amount","LED Light Bulbs: 50% of cost <br />
Light Fixtures: 50% of cost <br />
Refrigerators/Freezers: $25 plus an additional $50 to pay for recycling <br />
Dishwashers: $25-$40 <br />
Clothes Washers: $50-$100 <br />
Dehumidifiers: $15 (no recycling) or $25-$40 (recycling) <br />
Efficient Furnace Fan Motors: $50-$125 <br />
Room A/C: $25 plus an additional $25 for recycling <br />
Central A/C and Air Source Heat Pumps: $100-$200 <br />
Central A/C and Air Source Heat Pump Tune-Up: $35 <br />
Ground Source Heat Pumps: $200/ton plus $25/ton for each 1 EER above minimum qualifying efficiency",0,95
7362,3465,"Incentive Amount","Central Air Conditioning or Heat Pump: $300 - $400 + $50 with added smart thermostat<br />
Geothermal Heat Pump: $400 + $50 with added smart thermostat<br />
Heat Pump Water Heater: $350 <br />
Attic Insulation or Attic Air Sealing: $250 <br />
Duct Sealing: $100 <br />
Variable-Speed Pool Pumps: $300<br />",0,95
7363,3472,"Incentive Amount","$1,000",0,95
7364,3467,"Incentive Amount","Air sealing: $25<br>
Duct sealing/replacement: $50<br>
Insulation: $100<br>
HERO Home: $200<br>
Central A/C: $15 or 5.90% interest rate for a loan<br>
Heat Pump: $60 or 5.80% interest rate for a loan<br>
Geothermal Heat Pump: $250 or 5.60% interest rate for a loan<br>",0,95
7365,2602,"Incentive Amount",Varies,0,95
7366,3131,"Incentive Amount","Custom Incentive for Existing System Replacement: $0.25/annual kWh saved or $450/kW<br>
Custom Incentive for a New System: $0.25/annual kWh saved<br><strong>Menu Incentives for Sprinkler Equipment</strong><br>
New flow-control nozzles: $1.50/unit<br>
New nozzles: $0.25/unit<br>
Rebuilt/New impact or rotating type sprinklers: $2.75/unit<br>
Rebuild kits (wheel line levelers): $0.75/unit<br>
New complete low-pressure pivot package: $8/unit<br>
New drains for pivots and wheel lines: $3/unit<br>
New risercaps and gaskets for hand lines, wheel lines, or portable mainline: $1/unit<br>
New wheel line hubs: $12/unit<br>
New gooseneck (with drop tube or boomback): $1/outlet<br>
Cut-pipe press/weld repair: $8/joint<br>
New center pivot base boot gasket: $125/unit<br>",0,95
7367,2555,"Incentive Amount","LED Light Bulbs: 50% of cost <br />
Light Fixtures: 50% of cost <br />
Refrigerators/Freezers: $25 plus an additional $50 to pay for recycling <br />
Dishwashers: $25-$40 <br />
Clothes Washers: $50-$100 <br />
Dehumidifiers: $15 (no recycling) or $25-$40 (recycling) <br />
Efficient Furnace Fan Motors: $50-$125 <br />
Room A/C: $25 plus an additional $25 for recycling <br />
Central A/C and Air Source Heat Pumps: $100-$200 <br />
Central A/C and Air Source Heat Pump Tune-Up: $35 <br />
Ground Source Heat Pumps: $200/ton plus $25/ton for each 1 EER above minimum qualifying efficiency",0,95
7368,2553,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$1000/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7369,2554,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$1000/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7370,2604,"Incentive Amount","Custom Incentive Program<br/>
Incentives: Subject to a 50% of Incremental Measure Cost (IMC) cap<br/>
Whole Building: calculate IMC based on a percent of the whole building cost<br/>
Projects over 200,000 kWh in savings may receive fraction of total estimated incentive",0,95
7371,3261,"Incentive Amount","<b>Cash Incentives<b/><br />
Building Insulation: Varies, see website for details<br />
Windows: $1.75 - $4.00<br />
Duct Insulation: 50% of cost, up to $100<br />
Sealing Air Leaks: $150/structure<br />
Smart Thermostat: $50<br />
Gas Furnace: $100 - $200<br />
Heat Pumps: $250 - $700<br />
Heat Pump Optimization: $150<br />
Heat Pump Lockout Controls: $150<br />
Ductless Heat Pumps: $800/home<br />
Heat Pump Advanced Controls: $50(self instal), $150(professional instal)<br />
Direct-Vent Gas Fireplace: $150 - $250 (plus an additional $100 if he fireplace is installed by May 31, 2016)<br />
Direct-Vent Gas Unit Heater: $100<br />
High-efficiency Gas Boiler: $200<br />
Boiler Pipe Insulation: $0.50 per linear foot<br />
Gas Tank Water Heater: $100 (professional install)<br />
<br />

<b>Incentives Paid Directly to Contractor</b><br />
Attic insulation: $0.50 per sq. ft.<br />
Wall insulation: $0.50 per sq. ft.<br />
Floor Insulation: $0.40 per sq. ft.<br />
High-efficiency Heat Pump Upgrade: $550 - $1,000<br />
Ductless Heat Pump: $1,000<br />
High-efficiency Gas Furnace: $550<br />",0,95
7372,2886,"Incentive Amount",$1.20/W,0,95
7373,2609,"Incentive Amount","CFLs: $0.98<br>
LEDs: $6-$8<br>
Ceiling Fans: $40<br>
Solar Attic Fan: $50<br>
Whole House Fans: $75<br>
Clothes Washer: $50<br> 
Refrigerators: $50<br> 
Refrigerator/Freezer Recycling: $125<br />
Variable Refrigerant Flow Air Conditioner: $200<br>
Central Air Conditioner Servicing: $50 <br>
Whole House Energy Monitor: 50% of cost up to $100<br>
Heat Pump Water Heater: $200",0,95
7374,3340,"Incentive Amount","Heat Pump Retrofit: Up to $750 <br />
Air Sealing/Ceiling Insulation: Up to $750 <br />
SimpleSaver Program: $20/yr/air conditioner enrolled <br />
ENERGY STAR Manufactured Home: Varies, contact utility for more information <br />
CARES Program: Up to $2,000/household <br />",0,95
7375,2188,"Incentive Amount","Energy Star Window Air Conditioners: $50<br />
Water Heater: $50<br />
Dual Fuel Heat Pumps, 16.5 SEER and above: $150 per ton<br />
Dual Fuel Heat Pumps, 13 SEER - 16.4 SEER: $300 per system<br />
Geothermal Heat Pumps (Closed Loop): up to $850 per ton  <br /> 
Ground Source Heat Pumps (Open Loop or Replacement): $150 per ton <br />
Blower Door Test: $300<br>
Weatherization: 50% of cost up to $500<br>
Lighting: Lesser of $0.06/kWh or 40% of fixture cost<br>",0,95
7376,2584,"Incentive Amount","Lighting Equipment: Varies <br />
Cooling Equipment: Varies <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,700 <br />
Variable Speed Drives: $200-$8,000 <br />
Air Leak Correction: $4-$9/hp <br />
Air Storage/Receiver Tank: $15/hp <br />
Engineered Nozzle: $25 <br />
Low Pressure Drop Filter: $5/hp <br />
No Loss Condensate Drain: $100/unit <br />
Pressure/Flow Controller: $5/hp <br />
Refrigerated Cycling Air Dryer: $2/CFM <br />
VSD Air Compressor: $30/hp <br />
Guestroom Energy Management Systems: $75-$85 <br />
VendingMisers or SnackMisers: $50/unit <br />
Food Service Equipment: $100-$1000/unit <br />
Low-Flow Spray Valves: 50% of installed cost <br />
Anti-Sweat Heater Controls: $35-$45 <br />
Custom Program: $0.045/first-year annual kWh savings",0,95
7377,2585,"Incentive Amount","Lighting Equipment: varies, see program website<br />
Cooling Equipment: varies, see program website <br />
Air Conditioner/Air Source Heat Pump Tune-Up: $35/unit <br />
Motors: $15-$2,400/motor <br />
Furnace Fan Motors: $50-$125 <br />
Variable Speed Drives: $200-$8,000/unit <br />
Compressed Air Equipment and Leak Correction: Varies, see website <br />
Guestroom Energy Management Systems: $75-$85/controlled guestroom <br />
VendingMisers/SnackMisers: $50/unit <br />
Food Service Equipment: varies, see website <br />
Anti-Sweat Heater Controls: $35-$45/controlled door <br />
Custom Program: $0.045/first year annual energy (kWh) saved",0,95
7378,2586,"Incentive Amount","LEDs: 50% of cost<br />
Light fixtures: 50% of cost<br />
Refrigerators/Freezers: $25 plus $50 for recycling old working unit <br />
Dishwashers: $25-$40 <br />
Clothes Washers: $50-$100 <br />
Dehumidifiers: $15 plus $10 for recycling old working unit <br />
Furnace Fan Motors: $125 <br />
Room A/C: $25, plus $25 for recycling working unit<br />
Central A/C: $100 - $200<br />
Air Source Heat Pump:$100 - $200<br />
Central A/C or ASHP tune-up: $35 <br />
Geothermal Heat Pump:$200/ton, plus $25/ton for every 1 EER above minimum required EER<br />",0,95
7379,3344,"Incentive Amount","Geothermal Heat Pump: $250/ton<br />
Dual Fuel System: $500/home<br />
Water Heater: $200 - $400<br />",0,95
7380,2587,"Incentive Amount","LED Light Bulbs: 50% of cost <br />
Light Fixtures: 50% of cost <br />
Refrigerators/Freezers: $25 plus an additional $50 to pay for recycling <br />
Dishwashers: $25-$40 <br />
Clothes Washers: $50-$100 <br />
Dehumidifiers: $15 (no recycling) or $25-$40 (recycling) <br />
Efficient Furnace Fan Motors: $50-$125 <br />
Room A/C: $25 plus an additional $25 for recycling <br />
Central A/C and Air Source Heat Pumps: $100-$200 <br />
Central A/C and Air Source Heat Pump Tune-Up: $35 <br />
Ground Source Heat Pumps: $200/ton plus $25/ton for each 1 EER above minimum qualifying efficiency",0,95
7381,4636,"Incentive Amount","Advanced Power Strips: In-Store Rebates <br />
Air-to-Water Heat Pumps: $500/ton <br />
Weatherization: $250 <br />
Central Wood Pellet Furnaces and Boilers: $6,000 <br />
Centrally-Ducted Heat Pumps: $300/ton <br />
Clothes Dryers: up to $400 <br />
Clothes Washers: up to $75 <br />
Dehumidifiers: up to $40 <br />
Heat Pump Heating and Cooling System: up to $500 <br />
Heat Pump Water Heaters: up to $600 <br />
Circulator Pumps: up to $600 <br />
Home Performance with Energy Star: up to $2,500 (custom incentive)<br />
LED Lighting: varies <br />
Pellet Stoves: up to $1,000 <br />
Pool Pumps: up to $500 <br />
Refrigerators: up to $75 <br />
New Construction: up to $3,000 (custom incentive) <br />
Smart Thermostats: up to $100 <br />
Window A/C: $200 <br />
Wood Stoves: up to $800 <br />
Cold Climate Heat Pumps: $400-$1,450",0,95
7382,2888,"Incentive Amount","Effective 1/1/2021: <br />
Residential, Commercial, Multi-unit Residential Virtual Net Metering: No funding available<br />
Low-income Residential: No funding available<br />
Non-profit: $1,000 per kW<br />",0,95
7383,2890,"Incentive Amount","Direct installation, no cost to recipient",0,95
7384,2896,"Incentive Amount","Heat Pump Water Heater: $400<br />
Solar Water Heater: $30 per square foot <br />
AC/Air to air heat pump 17 SEER: $275<br />
Geothermal Heat Pump: $450<br />
Spray foam insulation: $0.20/sq. ft.
Air sealing: $0.10/sq. ft.<br>

Appliance Recycling: $50",0,95
7385,2897,"Incentive Amount","Targeted Audit: Varies by building type and size<br />
Lighting (New Construction): Varies widely<br />
Lighting (Existing Buildings): Varies widely<br />
Custom Measures: $300 kW; $0.01/kWh; $0.40/Therm<br />
Compressed Air Audit/Leak Survey: 50% of cost<br />
Insulation: $0.025/sq ft/R-value increase; up to 70% of cost<br />
Pumps: $60 - $400/unit<br />
Variable Frequency Drives: $40/HP<br />
<br />
<b>HVAC</b><br />
Central AC/Heat Pumps: $35 - $90/ton<br />
Mini Split AC/Heat Pump: $100 - $200/unit<br />
Chillers: $15 - $40/ton<br />
Geothermal Heat Pumps: $200/ton, additional $250 for Desuperheater<br />
ECM in Furnace: $150<br />
Room AC: $35 - $70<br />
Programmable Thermostat: $50/unit<br />
Guest Room Management Systems: $30 - $35<br />
Demand Controlled Ventilation: $35/1000 sq ft<br />
Chilled Water Resets (Retrofit): $0.35 - $6/ton<br />
Energy Recovery Ventilator: $0.60/CFM<br />
Tankless Water Heaters: $300<br />
Heat Pump Water Heaters: $300<br />
Window Film: $2/square foot<br />
ECM in Furnace/Air Handler/Fan Coil: $150<br />
Natural Gas Water Heaters: $50 - $300<br />
Furnace: $200 - $400 <br />
Boiler: $150 - $400<br />

<br />
<b>Food Service & Refrigeration Equipment</b><br />
Ice Machines: $200 - $600<br />
Commercial Refrigerators/Freezers: $50 - $250<br />
ECM Fan Motors: $20 - $60<br />
Anti-Sweat Heater Controls: $30<br />
Commercial Dishwashers: $90 - $1,000<br />
Fryers: $500<br />
Griddles: $600 <br />
Steam Cookers: $300 - $600 <br />
Hot Food Holding Cabinets: $200 - $400 <br />
Ovens/Steamers: $200 - $1,000<br />
Kitchen Hood Controls: $25 - $150/hp<br />
<br />
<b>Specialty Measures</b><br />
Clothes Washer: $50<br />
Dishwasher: $25<br />
Occupancy Sensors for Document Stations: $25<br />
Computer Network Power Management: $25<br />",0,95
7386,2892,"Incentive Amount","Central AC, Air-Source Heat Pump: $200 plus $100 times every SEER over 14;<br>
Geothermal Heat Pump: $500 times the Cooling BTU Rating/12,000;<br>
Desuperheater: $200;<br>
Window AC: $50 per unit; <br>
Programmable Thermostat: $25 per unit;<br>
Weatherization: Direct installation (no charge)",0,95
7387,2025,"Incentive Amount","Fluorescent Lamps: $10-$20<br>
CFL Fixtures: $3<br>
LED Lamp: $10<br>
Photocell/Motion Detector: $10<br>
High Intensity Discharge Fixture: $20<br>
Insulating Blanket for Water Heater: $10<br>
Water Heater Timer: $30<br>
Timer Controlling Exterior Vehicle Plug-In Outlet: $20<br>
Switch Controlling Exterior Vehicle Plug-In Outlet: $10<br>
",0,95
7388,4024,"Incentive Amount","Room A/C Unit: $50<br />
Electric Water Heaters: $50 - $200<br />
New Geothermal Heat Pump: up to $750/ton<br />
Replacement Geothermal Heat Pump: $150/ton<br />
Air-Source Heat Pump: $150/ton<br />",0,95
7389,2895,"Incentive Amount","Refrigerators: $25 - $75<br />
Dishwashers: $25<br />
Washing Machines: $50<br />
Electric Dryers: $50 <br />
Dehumidifiers: $25 <br />
Power Factor Correction Equipment: 30% of equipment cost<br />
Custom Rebate: $300/KW saved<br />
Air Conditioners and Heat Pumps: Varies by technology <br />
Geothermal Heat Pumps: $300 cooling BTUH/12,000 <br />
LED Lamps/Fixtures: 20% of cost<br />
Occupancy Sensors: $5/sensor<br />
LED Exit Signs: $5/sign<br />
Learning Thermostat: $25 <br />",0,95
7390,2591,"Incentive Amount","Lighting Equipment: varies widely, see program website<br />
HVAC Equipment: see program website<br />
A/C Tune-Up: $40-$60/unit <br />
Replacement Motors: $15 - $2,700, varies by HP and efficiency<br />
New Motors: $15-$900/unit <br />
Efficient Furnace Fan Motors: $50 <br />
Variable Speed Drives: $200 - $8,000, varies by HP and intended use <br />
Compressed Air Equipment and Leak Correction: varies<br />
Guestroom Energy Management Systems: $25 - $65<br />
VendingMiser: $50<br />
Food Service Equipment: Varies
Anti-Sweat Heater Controls/Door Miser: $35-$45 per controlled door <br />
Custom Electric Measures: $0.045/first year kWh savings<br />",0,95
7391,2592,"Incentive Amount","LED Light Bulbs and Light Fixtures: 50% of cost <br />
Refrigerators/Freezers: $25 plus $50 to pay for old, working refrigerator/freezer <br />
Dishwashers: $25-$40<br />
Clothes Washers: $25-$40 <br />
Heat Pump Water Heaters: $60-$400 <br />
Smart Thermostats: $10-$100 <br />
Furnace Fan Motors: $50 <br />
Room AC: $25 plus an additional $25 for old, working room AC unit <br />
Central AC and Air-Source Heat Pumps: $20-$60 <br />
Ground Source Heat Pumps: $200/ton plus $20 per ton for each 1 EER above the minimum qualifying efficiency (varies depending on the system) <br />
Dehumidifier: $15-$25<br /><br/>",0,95
7392,2593,"Incentive Amount","Lighting: Varies Widely<br />
Lighting control: $10 - $50/unit<br />
Air-Source Heat Pump: $225 - $350/ton<br />
Ductless Heat Pump: $275 - $350/ton<br />
Heat Pump Water Heater: $140 - $280/unit<br />
ARC Lite: $70 - $100/ton<br/>
Ovens: $230 - $400/unit<br />
Electric Fryer: $240/unit<br />
Steam Cooker: $40 - $160/unit<br />
Insulated Holding Cabinets: $40 - $110/unit<br />
Kitchen Ventilation: $140 - $320/horsepower<br />
Anti-sweat heater control: $30 - $32/ln. ft.<br />
Refrigeration lighting: Varies<br />
Refrigeration lighting motion sensor: Varies<br />
Door Gasket: $20 - $50/door<br />
Refrigeration Fan motor: $44 - $112/motor<br />
Toilet: $35 for the first, $15 for additional<br>
New Construction/Custom: 50% of incremental measure cost",0,95
